window_id,rank,raw_variable,component,family,position,condition_score,weight_normalized,weighted_score,share_of_condition_index_percent
161,2,LB VARIADOR\AC LB H VARIADOR\Aceleración Rms [g],variador,acceleration_rms,lb,63.23816054936332,0.0300751879699248,1.9018995653943849,14.014501377468523
161,3,LA BOMBA\AC LA A BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,29.119847838663173,0.0601503759398496,1.7515697948068067,12.906768448081545
161,4,LM VARIADOR\AC LM H VARIADOR\Velocidad Rms [mm/s],variador,velocity_rms,lm,65.44184821516052,0.025062656641604,1.6401465718085335,12.085725665063991
161,5,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,27.11945267883325,0.0601503759398496,1.6312452739147814,12.020134792726113
162,1,LL BOMBA\AC LL H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,ll,51.3440338255299,0.0476190476190476,2.444953991691899,18.090154665658083
162,2,LB VARIADOR\AC LB H VARIADOR\Aceleración Rms [g],variador,acceleration_rms,lb,59.98432132512361,0.0300751879699248,1.804039739101461,13.34804581772737
162,3,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,29.919595367544247,0.0601503759398496,1.799674909325969,13.315750549188069
162,4,LL BOMBA\AC LL H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,ll,39.2743090049174,0.0401002506265664,1.5749096342824014,11.6527177874985
162,5,LA BOMBA\AC LA A BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,22.859269931688228,0.0601503759398496,1.374993680101547,10.173544541885947
163,1,LL BOMBA\AC LL H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,ll,52.65939560037419,0.0476190476190476,2.5075902666844843,18.826932726034
163,2,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,33.56188228848992,0.0601503759398496,2.0187598369016486,15.15680458020733
163,3,LB VARIADOR\AC LB H VARIADOR\Aceleración Rms [g],variador,acceleration_rms,lb,67.0465539158491,0.0300751879699248,2.0164377117548598,15.139370115533866
163,4,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,30.29619387709592,0.0476190476190476,1.442675898909329,10.831579008379562
163,5,LA BOMBA\AC LA A BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,29.669113090810708,0.0476190476190476,1.4128149090862236,10.607383351696098
164,1,LA BOMBA\AC LA A BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,62.69213600010556,0.0601503759398496,3.770955548878528,22.517878914017032
164,2,LA MOTOR\AC LA A MOTOR\Aceleración Rms [g],motor,acceleration_rms,la,54.47633414991304,0.0476190476190476,2.5941111499958582,15.49047184671279
164,3,LL BOMBA\AC LL H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,ll,50.41178785542903,0.0476190476190476,2.400561326449001,14.334708689612288
164,4,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,35.162760875734364,0.0601503759398496,2.115053285758457,12.629826357822434
164,5,LB VARIADOR\AC LB H VARIADOR\Aceleración Rms [g],variador,acceleration_rms,lb,65.93903302382503,0.0300751879699248,1.983128812746617,11.842052736370016
165,1,LA BOMBA\AC LA A BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,46.35181772155855,0.0601503759398496,2.788079261447129,17.162313180458725
165,2,LL BOMBA\AC LL H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,ll,56.51010469263635,0.0476190476190476,2.690957366316016,16.564469208098096
165,3,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,36.57267295584896,0.0601503759398496,2.199860027419485,13.54146823076668
165,4,LB VARIADOR\AC LB H VARIADOR\Aceleración Rms [g],variador,acceleration_rms,lb,66.65645600997689,0.0300751879699248,2.004705443909079,12.340173803050462
165,5,LL BOMBA\AC LL H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,ll,47.74418647942046,0.0401002506265664,1.9145538437862837,11.785236209840203
166,1,LL BOMBA\AC LL H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,ll,58.19231577776039,0.0476190476190476,2.7710626560838274,18.421875399119617
166,2,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,43.2971244640887,0.0601503759398496,2.6043383136293943,17.313500943582657
166,3,LL BOMBA\AC LL H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,ll,52.53544734028071,0.0401002506265664,2.106684605124037,14.005125873149696
166,4,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,42.03611629604106,0.0476190476190476,2.001719823621002,13.30732565491954
166,5,LB VARIADOR\AC LB H VARIADOR\Aceleración Rms [g],variador,acceleration_rms,lb,65.80957804335196,0.0300751879699248,1.979235429875246,13.157850615407286
167,1,LA BOMBA\AC LA A BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,45.31965428686507,0.0601503759398496,2.7259942428189503,15.5511024636986
167,2,LL BOMBA\AC LL H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,ll,54.83203936224098,0.0476190476190476,2.6110494934400457,14.8953719609786
167,3,LA MOTOR\AC LA A MOTOR\Aceleración Rms [g],motor,acceleration_rms,la,46.7893769369277,0.0476190476190476,2.228065568425128,12.710546268281048
167,4,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,34.257021913515686,0.0601503759398496,2.0605727466776345,11.755042404033793
167,5,LB VARIADOR\AC LB H VARIADOR\Aceleración Rms [g],variador,acceleration_rms,lb,61.64486106302239,0.0300751879699248,1.8539807838502969,10.576487903939816
168,1,LA BOMBA\AC LA A BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,51.47578373634415,0.0476190476190476,2.451227796968768,15.840619087033804
168,2,LL BOMBA\AC LL H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,ll,49.93266686300155,0.0476190476190476,2.3777460410953117,15.365756446328904
168,3,LA BOMBA\AC LA A BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,33.505547816968765,0.0601503759398496,2.0153712972612783,13.02397479268788
168,4,LB VARIADOR\AC LB H VARIADOR\Aceleración Rms [g],variador,acceleration_rms,lb,64.83758053129425,0.0300751879699248,1.9500024219938112,12.601540184798614
168,5,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,32.13930886410164,0.0601503759398496,1.9331915106226545,12.492902691430723
169,1,LL BOMBA\AC LL H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,ll,50.70946802913589,0.0476190476190476,2.4147365728159937,18.53099620689247
169,2,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,31.40152800762736,0.0601503759398496,1.8888137147445017,14.494997167595397
169,3,LB VARIADOR\AC LB H VARIADOR\Aceleración Rms [g],variador,acceleration_rms,lb,62.01846922803307,0.0300751879699248,1.8652171196400915,14.313913889486312
169,4,LM VARIADOR\AC LM H VARIADOR\Velocidad Rms [mm/s],variador,velocity_rms,lm,71.16480752298202,0.025062656641604,1.7835791359143356,13.68741359798822
169,5,LL BOMBA\AC LL H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,ll,36.37275718088407,0.0401002506265664,1.4585566789326938,11.193149840489468
170,1,LL BOMBA\AC LL H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,ll,48.95208776977962,0.0476190476190476,2.331051798560934,21.513234713819184
170,2,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,31.8716835561838,0.0601503759398496,1.9170937477403784,17.692823380842576
170,3,LB VARIADOR\AC LB H VARIADOR\Aceleración Rms [g],variador,acceleration_rms,lb,58.332691186872594,0.0300751879699248,1.7543666522367691,16.19101797178714
170,4,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,29.10179070730108,0.0476190476190476,1.3857995574905273,12.789518948058316
170,5,LL BOMBA\AC LL H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,ll,32.13363697810927,0.0401002506265664,1.2885668963652837,11.892160484412004
171,1,LL BOMBA\AC LL H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,ll,52.02144072220485,0.0476190476190476,2.4772114629621345,22.241174768799677
171,2,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,33.38659878843826,0.0601503759398496,2.008216468477489,18.030391880869573
171,3,LB VARIADOR\AC LB H VARIADOR\Aceleración Rms [g],variador,acceleration_rms,lb,54.81964173294254,0.0300751879699248,1.6487110295621812,14.80264026708996
171,4,LL BOMBA\AC LL H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,ll,36.2384937743081,0.0401002506265664,1.4531726826790212,13.047036188853458
171,5,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,29.80852742569873,0.0476190476190476,1.4194536869380343,12.744296560639825
172,1,LL BOMBA\AC LL H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,ll,49.78068163321068,0.0476190476190476,2.370508649200508,18.320137669479426
172,2,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,35.01028951188718,0.0601503759398496,2.1058820759029877,16.275008977184534
172,3,LB VARIADOR\AC LB H VARIADOR\Aceleración Rms [g],variador,acceleration_rms,lb,58.48418854573329,0.0300751879699248,1.7589229637814516,13.593585012800071
172,4,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,31.50248648416637,0.0476190476190476,1.5001184040079218,11.593450920845092
172,5,LA BOMBA\AC LA A BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,22.922200388096,0.0601503759398496,1.3787789707125406,10.65569643365614
173,1,LL BOMBA\AC LL H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,ll,57.71328819075004,0.0476190476190476,2.748251818607144,21.14439905181868
173,2,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,32.53823774126583,0.0601503759398496,1.9571872325573425,15.05813535139983
173,3,LB VARIADOR\AC LB H VARIADOR\Aceleración Rms [g],variador,acceleration_rms,lb,60.16745162484654,0.0300751879699248,1.809547417288617,13.922229555270537
173,4,LL BOMBA\AC LL H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,ll,43.93032921046409,0.0401002506265664,1.7616172114471806,13.553465895373906
173,5,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,28.311961669761796,0.0476190476190476,1.3481886509410372,10.372644398750175
174,1,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,34.56106967374788,0.0601503759398496,2.0788613337592703,15.79480386923286
174,2,LL BOMBA\AC LL H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,ll,42.81185268140708,0.0476190476190476,2.0386596514955744,15.489358923840546
174,3,LB VARIADOR\AC LB H VARIADOR\Aceleración Rms [g],variador,acceleration_rms,lb,59.839007698662535,0.0300751879699248,1.799669404471053,13.673555235007813
174,4,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,31.3239628355062,0.0476190476190476,1.491617277881247,11.333032160201556
174,5,LM VARIADOR\AC LM H VARIADOR\Velocidad Rms [mm/s],variador,velocity_rms,lm,57.63859444986449,0.025062656641604,1.4445763020016158,10.9756235270377
175,1,LA MOTOR\AC LA A MOTOR\Aceleración Rms [g],motor,acceleration_rms,la,49.82544123034162,0.0476190476190476,2.3726400585876952,17.275328128877565
175,2,LL BOMBA\AC LL H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,ll,44.6049323001105,0.0476190476190476,2.1240443952433563,15.46528886896312
175,3,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,33.42926034601243,0.0601503759398496,2.010782577203754,14.640623086209697
175,4,LB VARIADOR\AC LB H VARIADOR\Aceleración Rms [g],variador,acceleration_rms,lb,61.71220402134482,0.0300751879699248,1.8560061359802944,13.513686954841008
175,5,LA BOMBA\AC LA A BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,28.984410641851696,0.0601503759398496,1.743423196502357,12.69396412576906
176,1,LL BOMBA\AC LL H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,ll,50.42645214148881,0.0476190476190476,2.4012596257851806,16.055103674446148
176,2,LA MOTOR\AC LA A MOTOR\Aceleración Rms [g],motor,acceleration_rms,la,49.196419164737165,0.0476190476190476,2.3426866268922453,15.663477729608216
176,3,LB VARIADOR\AC LB H VARIADOR\Aceleración Rms [g],variador,acceleration_rms,lb,69.08404477541171,0.0300751879699248,2.0777156323432084,13.891850562547992
176,4,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,33.73376982488423,0.0601503759398496,2.029098936835141,13.566793630632198
176,5,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,30.75451381214401,0.0476190476190476,1.464500657721143,9.791823274136451
177,1,LA MOTOR\AC LA A MOTOR\Aceleración Rms [g],motor,acceleration_rms,la,80.27649522193099,0.0476190476190476,3.822690248663379,21.932484067522783
177,2,LA BOMBA\AC LA A BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,39.77402597046866,0.0601503759398496,2.392422614765031,13.726398810225923
177,3,LL BOMBA\AC LL H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,ll,47.89787090724318,0.0476190476190476,2.280850995583008,13.08626251852584
177,4,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,34.11308121037531,0.0601503759398496,2.0519146592706945,11.772752340607944
177,5,LB VARIADOR\AC LB H VARIADOR\Aceleración Rms [g],variador,acceleration_rms,lb,62.59682683015743,0.0300751879699248,1.8826113332378165,10.801383419965456
178,1,LA MOTOR\AC LA A MOTOR\Aceleración Rms [g],motor,acceleration_rms,la,60.33647635195805,0.0476190476190476,2.87316554056943,17.263290159449006
178,2,LA BOMBA\AC LA A BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,44.416306518025465,0.0601503759398496,2.671657534918824,16.052538073682012
178,3,LL BOMBA\AC LL H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,ll,50.545813259299614,0.0476190476190476,2.406943488538076,14.462015241834663
178,4,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,35.5407168330926,0.0601503759398496,2.1377874786822604,12.844803065685715
178,5,LB VARIADOR\AC LB H VARIADOR\Aceleración Rms [g],variador,acceleration_rms,lb,61.67827726069967,0.0300751879699248,1.854985782276681,11.145601375529589
179,1,LA MOTOR\AC LA A MOTOR\Aceleración Rms [g],motor,acceleration_rms,la,64.33278270726503,0.0476190476190476,3.0634658432030952,20.95470591730627
179,2,LL BOMBA\AC LL H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,ll,46.77079010244132,0.0476190476190476,2.227180481068633,15.234350371199453
179,3,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,34.89524988847778,0.0601503759398496,2.098962399306933,14.357313598434809
179,4,LB VARIADOR\AC LB H VARIADOR\Aceleración Rms [g],variador,acceleration_rms,lb,58.30515983217667,0.0300751879699248,1.7535386415692225,11.994547492749618
179,5,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,32.595208087663,0.0476190476190476,1.5521527660791898,10.617028691240616
180,1,LL BOMBA\AC LL H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,ll,51.74763895943166,0.0476190476190476,2.464173283782459,18.24267909694948
180,2,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,35.189690277173185,0.0601503759398496,2.116673099378837,15.67007822024681
180,3,LB VARIADOR\AC LB H VARIADOR\Aceleración Rms [g],variador,acceleration_rms,lb,59.54302282374484,0.0300751879699248,1.7907676037216484,13.25734636720103
180,4,LL BOMBA\AC LL H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,ll,41.815040275035614,0.0401002506265664,1.676793594988896,12.413578081752778
180,5,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,32.81056814762009,0.0476190476190476,1.5624080070295274,11.566762807765388
181,1,LL BOMBA\AC LL H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,ll,52.44788839126684,0.0476190476190476,2.4975184948222293,18.885607612334187
181,2,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,40.25993746503054,0.0601503759398496,2.4216503738364223,18.311911935527988
181,3,LL BOMBA\AC LL H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,ll,46.819678395853614,0.0401002506265664,1.8774808379289665,14.197038571811127
181,4,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,38.29338313816631,0.0476190476190476,1.823494435150776,13.788806952552225
181,5,LB VARIADOR\AC LB H VARIADOR\Aceleración Rms [g],variador,acceleration_rms,lb,57.460088677017374,0.0300751879699248,1.728122967729845,13.0676318682202
182,1,LL BOMBA\AC LL H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,ll,53.82698397761813,0.0476190476190476,2.56318971321991,20.857528754875226
182,2,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,39.70907689257693,0.0601503759398496,2.388515903312897,19.436149762103582
182,3,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,36.34244888609889,0.0476190476190476,1.7305928040999468,14.08241028290906
182,4,LB VARIADOR\AC LB H VARIADOR\Aceleración Rms [g],variador,acceleration_rms,lb,56.34780592589511,0.0300751879699248,1.694670854914138,13.790101413140318
182,5,LL BOMBA\AC LL H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,ll,40.50146004084286,0.0401002506265664,1.6241186983796627,13.215995007341856
183,1,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,42.33967354390363,0.0601503759398496,2.5467472808363074,16.330686670050635
183,2,LL BOMBA\AC LL H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,ll,52.31205584930449,0.0476190476190476,2.4910502785383084,15.97353686573592
183,3,LA MOTOR\AC LA A MOTOR\Aceleración Rms [g],motor,acceleration_rms,la,45.47137001711577,0.0476190476190476,2.165303334148369,13.88472682848259
183,4,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,39.1071938167972,0.0476190476190476,1.8622473246093896,11.941419468346036
183,5,LB VARIADOR\AC LB H VARIADOR\Aceleración Rms [g],variador,acceleration_rms,lb,55.12471849079462,0.0300751879699248,1.6578862703998376,10.630980710260271
184,1,LL BOMBA\AC LL H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,ll,53.620962709112455,0.0476190476190476,2.553379176624402,19.33899517370466
184,2,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,39.97697299480252,0.0601503759398496,2.404629954574587,18.212385967501028
184,3,LM VARIADOR\AC LM H VARIADOR\Velocidad Rms [mm/s],variador,velocity_rms,lm,72.7064475177206,0.025062656641604,1.8222167297674328,13.80125633710375
184,4,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,36.67353542737829,0.0476190476190476,1.746358829875156,13.226717477644758
184,5,LL BOMBA\AC LL H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,ll,39.79374211564193,0.0401002506265664,1.5957390322061922,12.085940750533172
185,1,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,35.76268692698647,0.0601503759398496,2.151139063277381,18.330642992914008
185,2,LL BOMBA\AC LL H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,ll,44.52305931892496,0.0476190476190476,2.1201456818535687,18.066537050289572
185,3,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,32.65962348503915,0.0476190476190476,1.5552201659542446,13.25260004067516
185,4,LB VARIADOR\AC LB H VARIADOR\Aceleración Rms [g],variador,acceleration_rms,lb,44.21705379278284,0.0300751879699248,1.3298362042942202,11.33202084240424
185,5,LA MOTOR\AC LA A MOTOR\Aceleración Rms [g],motor,acceleration_rms,la,27.89923496006756,0.0476190476190476,1.3285349980984549,11.320932788339334
186,1,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,36.12422751880612,0.0601503759398496,2.1728858657928485,17.491120789726367
186,2,LA MOTOR\AC LA A MOTOR\Aceleración Rms [g],motor,acceleration_rms,la,42.54165731718555,0.0476190476190476,2.025793205580264,16.307066197829187
186,3,LL BOMBA\AC LL H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,ll,40.35125593547079,0.0476190476190476,1.9214883778795608,15.467441637245608
186,4,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,33.39607991968548,0.0476190476190476,1.5902895199850222,12.801383875054306
186,5,LB VARIADOR\AC LB H VARIADOR\Aceleración Rms [g],variador,acceleration_rms,lb,43.16789918204371,0.0300751879699248,1.2982826821667277,10.450810864243094
187,1,LL BOMBA\AC LL H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,ll,51.69531782536063,0.0476190476190476,2.461681801207648,18.175379835776678
187,2,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,37.639481387397815,0.0601503759398496,2.2640289556329503,16.716046000599487
187,3,LM VARIADOR\AC LM H VARIADOR\Velocidad Rms [mm/s],variador,velocity_rms,lm,68.51472841106695,0.025062656641604,1.7171611130593216,12.678346752113637
187,4,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,34.1170575286657,0.0476190476190476,1.6246217870793185,11.995099470272336
187,5,LL BOMBA\AC LL H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,ll,36.6181885928908,0.0401002506265664,1.4683985400657955,10.841653540641552
188,1,LL BOMBA\AC LL H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,ll,49.34062443632532,0.0476190476190476,2.34955354458692,19.37854844907799
188,2,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,35.82084434121314,0.0601503759398496,2.1546372536068046,17.770926100153478
188,3,LA BOMBA\AC LA A BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,30.42964089037368,0.0601503759398496,1.8303543392705963,15.096319181255936
188,4,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,31.43110440147931,0.0476190476190476,1.4967192572133,12.344577848586658
188,5,LL BOMBA\AC LL H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,ll,30.71674299973918,0.0401002506265664,1.23174909272137,10.159168121706069
189,1,LL BOMBA\AC LL H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,ll,53.282336140252,0.0476190476190476,2.537254101916761,22.19913201135504
189,2,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,36.69788533046665,0.0601503759398496,2.2073915988250605,19.313074502886817
189,3,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,32.4607427548794,0.0476190476190476,1.5457496549942564,13.524187672729102
189,4,LL BOMBA\AC LL H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,ll,37.32684745435863,0.0401002506265664,1.496815938019393,13.096053162231849
189,5,LB VARIADOR\AC LB H VARIADOR\Aceleración Rms [g],variador,acceleration_rms,lb,36.17699915635876,0.0300751879699248,1.0880300498153006,9.5194733116894
190,1,LL BOMBA\AC LL H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,ll,54.840302618298,0.0476190476190476,2.6114429818237133,20.86914421562929
190,2,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,38.95815895897676,0.0601503759398496,2.343347907306872,18.72668320363944
190,3,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,35.27949271127777,0.0476190476190476,1.679975843394179,13.425396762858862
190,4,LL BOMBA\AC LL H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,ll,40.11780297549266,0.0401002506265664,1.608733953904467,12.856072723887715
190,5,LL MOTOR\AC LL H MOTOR\Velocidad Rms [mm/s],motor,velocity_rms,ll,28.361188533502684,0.0350877192982456,0.995129422228164,7.952499660242372
191,1,LL BOMBA\AC LL H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,ll,55.12043394477554,0.0476190476190476,2.6247825687988344,19.302107404274366
191,2,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,42.08119945042824,0.0601503759398496,2.5311999669430514,18.613920331690142
191,3,LL BOMBA\AC LL H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,ll,48.63703875760049,0.0401002506265664,1.9503574439138036,14.342524712962415
191,4,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,38.71934571954201,0.0476190476190476,1.843778367597238,13.55876425883378
191,5,LM VARIADOR\AC LM H VARIADOR\Velocidad Rms [mm/s],variador,velocity_rms,lm,51.315253321368,0.025062656641604,1.2860965744703756,9.457687851095717
192,1,LL BOMBA\AC LL H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,ll,60.08075321529974,0.0476190476190476,2.860988248347605,23.165997668636948
192,2,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,41.99699566255745,0.0601503759398496,2.526135077447064,20.454624149050527
192,3,LL BOMBA\AC LL H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,ll,53.15706120502059,0.0401002506265664,2.131611476893055,17.260087150887372
192,4,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,38.45813229476053,0.0476190476190476,1.8313396330838336,14.828725596830202
192,5,LB VARIADOR\AC LB H VARIADOR\Aceleración Rms [g],variador,acceleration_rms,lb,29.74413006470129,0.0300751879699248,0.894560302697783,7.243434816176198
193,1,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,47.763057673569605,0.0601503759398496,2.87296587510193,22.21235782560918
193,2,LL BOMBA\AC LL H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,ll,52.70084534404919,0.0476190476190476,2.5095640640023413,19.40271391978586
193,3,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,45.168467739856936,0.0476190476190476,2.150879416183663,16.629540798257423
193,4,LL BOMBA\AC LL H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,ll,44.3322302130958,0.0401002506265664,1.7777335423797809,13.74456059646948
193,5,LM VARIADOR\AC LM H VARIADOR\Velocidad Rms [mm/s],variador,velocity_rms,lm,39.77920597960075,0.025062656641604,0.9969725809423744,7.708101200271808
194,1,LL BOMBA\AC LL H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,ll,61.59398299345182,0.0476190476190476,2.9330468092119903,17.41703762585901
194,2,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,48.57836972106685,0.0601503759398496,2.922007201267178,17.35148215420897
194,3,LM VARIADOR\AC LM H VARIADOR\Velocidad Rms [mm/s],variador,velocity_rms,lm,96.52942811341188,0.025062656641604,2.419283912616838,14.366207454085462
194,4,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,44.837338425531,0.0476190476190476,2.135111353596713,12.678732117126929
