window_id,rank,raw_variable,component,family,position,condition_score,weight_normalized,weighted_score,share_of_condition_index_percent
538,4,LA BOMBA\VIY3-74441\Desplazamiento Pico a Pico [µm],bomba,displacement_pp,la,44.46922071112418,0.050125313283208,2.229033619605221,8.844166422377752
538,5,LL MOTOR\AC LL H MOTOR\Aceleración Rms [g],motor,acceleration_rms,ll,49.94976104448022,0.0401002506265664,2.00299793662076,7.947321628235772
539,1,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,59.28645756311291,0.0601503759398496,3.566102710563181,17.06936391059281
539,2,LA BOMBA\VIY3-74441\Desplazamiento Pico a Pico [µm],bomba,displacement_pp,la,68.117320852628,0.050125313283208,3.414402047750776,16.343239614914815
539,3,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,60.04269984839708,0.0476190476190476,2.859176183257002,13.685617806786642
539,4,LA MOTOR\AC LA A MOTOR\Aceleración Rms [g],motor,acceleration_rms,la,54.15696743401601,0.0476190476190476,2.5789032111436185,12.34407446280616
539,5,LA BOMBA\AC LA A BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,45.84707368490799,0.0476190476190476,2.1831939849956177,10.44998858471529
540,1,LA BOMBA\AC LA A BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,78.97275546244282,0.0476190476190476,3.7606074029734655,17.405304060322507
540,2,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,58.18909588412682,0.0601503759398496,3.500095993030184,16.199573226079888
540,3,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,58.48996278451523,0.0476190476190476,2.785236323072153,12.890972092591904
540,4,LA MOTOR\AC LA A MOTOR\Aceleración Rms [g],motor,acceleration_rms,la,58.47011524634463,0.0476190476190476,2.7842912022068864,12.886597768374836
540,5,LA BOMBA\VIY3-74441\Desplazamiento Pico a Pico [µm],bomba,displacement_pp,la,46.44489886060368,0.050125313283208,2.32806510579467,10.775036236578142
541,1,LA BOMBA\AC LA A BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,91.455152196001,0.0476190476190476,4.355007247428618,19.038855476568333
541,2,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,57.94889257437977,0.0601503759398496,3.485647673646902,15.23826219577094
541,3,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,58.15583272551443,0.0476190476190476,2.7693253678816387,12.1067044096939
541,4,LL MOTOR\AC LL H MOTOR\Aceleración Rms [g],motor,acceleration_rms,ll,55.54727329509348,0.0401002506265664,2.227459580755627,9.73782100200718
541,5,LA BOMBA\VIY3-74441\Desplazamiento Pico a Pico [µm],bomba,displacement_pp,la,43.38763910077457,0.050125313283208,2.17481900254509,9.507691336586957
542,1,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,58.73540785344895,0.0601503759398496,3.532956863365349,17.691258544273484
542,2,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,59.50136317632733,0.0476190476190476,2.833398246491776,14.188223314402094
542,3,LA BOMBA\VIY3-74441\Desplazamiento Pico a Pico [µm],bomba,displacement_pp,la,48.02121621522236,0.050125313283208,2.407078507028689,12.053429988285892
542,4,LA MOTOR\AC LA A MOTOR\Aceleración Rms [g],motor,acceleration_rms,la,43.52646028320473,0.0476190476190476,2.07268858491451,10.378974625395813
542,5,LL MOTOR\AC LL H MOTOR\Aceleración Rms [g],motor,acceleration_rms,ll,48.98662061356198,0.0401002506265664,1.9643757639523596,9.836598877995456
543,1,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,58.875070479721344,0.0601503759398496,3.54135762284038,19.989982904421307
543,2,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,58.54772058154114,0.0476190476190476,2.787986694359101,15.737412679968836
543,3,LA MOTOR\AC LA A MOTOR\Aceleración Rms [g],motor,acceleration_rms,la,54.39416036516571,0.0476190476190476,2.5901981126269376,14.620950919085022
543,4,LL MOTOR\AC LL H MOTOR\Aceleración Rms [g],motor,acceleration_rms,ll,48.54951885638679,0.0401002506265664,1.9468478739403217,10.989417015263731
543,5,LA BOMBA\VIY3-74441\Desplazamiento Pico a Pico [µm],bomba,displacement_pp,la,38.345880503167294,0.050125313283208,1.9220992733417184,10.849718019691055
544,1,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,56.999857522281125,0.0601503759398496,3.428562858483074,13.474581335928422
544,2,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,56.45233242771771,0.0476190476190476,2.6882063060817947,10.564908976200314
544,3,LL BOMBA\AC LL H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,ll,50.13964904760209,0.0476190476190476,2.3876023356000986,9.383506500192992
544,4,LL MOTOR\AC LL H MOTOR\Aceleración Rms [g],motor,acceleration_rms,ll,57.74038681376174,0.0401002506265664,2.3154039825067354,9.099760038123746
544,5,LA MOTOR\AC LA A MOTOR\Aceleración Rms [g],motor,acceleration_rms,la,45.8493614968158,0.0476190476190476,2.1833029284198,8.580590207694025
545,1,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,56.15307686652031,0.0601503759398496,3.3776286837004683,12.821359858103865
545,2,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,55.22980525093719,0.0476190476190476,2.6299907262351034,9.98335242925315
545,3,LA BOMBA\VIY3-74441\Desplazamiento Pico a Pico [µm],bomba,displacement_pp,la,51.74143674932311,0.050125313283208,2.593555726783112,9.845046450961894
545,4,LL MOTOR\AC LL H MOTOR\Aceleración Rms [g],motor,acceleration_rms,ll,58.89882198903823,0.0401002506265664,2.361857523369953,8.965528208245637
545,5,LL BOMBA\AC LL H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,ll,47.37330235506734,0.0476190476190476,2.255871540717492,8.56320914041572
546,1,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,56.5104932285195,0.0601503759398496,3.399127412241773,13.825427157655012
546,2,LA BOMBA\AC LA A BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,68.4311325106395,0.0476190476190476,3.258625357649499,13.253956693126222
546,3,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,55.783606431035935,0.0476190476190476,2.6563622110017104,10.804344114988815
546,4,LA BOMBA\VIY3-74441\Desplazamiento Pico a Pico [µm],bomba,displacement_pp,la,48.729397345515046,0.050125313283208,2.442576308045866,9.934802885670726
546,5,LL BOMBA\AC LL H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,ll,47.06582776288467,0.0476190476190476,2.241229893470698,9.115857359198651
547,1,LA BOMBA\AC LA A BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,73.5607673365526,0.0476190476190476,3.50289368269298,12.113281009833097
547,2,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,56.66335637177038,0.0601503759398496,3.4083221877756604,11.786245365242022
547,3,LA BOMBA\VIY3-74441\Desplazamiento Pico a Pico [µm],bomba,displacement_pp,la,63.72576813632888,0.050125313283208,3.194274092046559,11.046050267115913
547,4,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,55.88597965857139,0.0476190476190476,2.6612371265986363,9.202766646205257
547,5,LL BOMBA\AC LL H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,ll,43.797402696978544,0.0476190476190476,2.0855906046180253,7.212135837872108
548,1,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,53.77655828394187,0.0601503759398496,3.2346801975303365,10.494939683701904
548,2,LA MOTOR\VIX2-74445\Desplazamiento Pico a Pico [µm],motor,displacement_pp,la,76.22832583063183,0.0401002506265664,3.056774970651902,9.91772508705337
548,3,LL MOTOR\AC LL H MOTOR\Aceleración Rms [g],motor,acceleration_rms,ll,70.36143871900681,0.0401002506265664,2.821511327077966,9.154410756640882
548,4,LA BOMBA\AC LA A BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,55.894668916653,0.0476190476190476,2.661650900792999,8.635742625877125
548,5,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,52.44617651123232,0.0476190476190476,2.497436976725348,8.102949544932113
549,1,LA BOMBA\AC LA A BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,75.65402995397727,0.0476190476190476,3.602572854951297,11.660068266165611
549,2,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,56.69521848670856,0.0601503759398496,3.4102387059674304,11.037560575867404
549,3,LA BOMBA\VIY3-74441\Desplazamiento Pico a Pico [µm],bomba,displacement_pp,la,64.75814535655431,0.050125313283208,3.246022323636806,10.506058700543436
549,4,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,56.70904798579656,0.0476190476190476,2.700430856466502,8.740200240831813
549,5,LA MOTOR\VIX2-74445\Desplazamiento Pico a Pico [µm],motor,displacement_pp,la,61.51823959723445,0.0401002506265664,2.4668968259542625,7.984345231681047
550,1,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,58.02497941970152,0.0601503759398496,3.490224325997082,19.119234542348416
550,2,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,58.41270041308356,0.0476190476190476,2.7815571625277875,15.237199336213203
550,3,LA BOMBA\VIY3-74441\Desplazamiento Pico a Pico [µm],bomba,displacement_pp,la,49.3434809832589,0.050125313283208,2.473357442769869,13.548900196227605
550,4,LA MOTOR\AC LA A MOTOR\Aceleración Rms [g],motor,acceleration_rms,la,49.12747925928284,0.0476190476190476,2.339403774251563,12.815110225441748
550,5,LB VARIADOR\AC LB H VARIADOR\Aceleración Rms [g],variador,acceleration_rms,lb,77.05354655418788,0.0300751879699248,2.317399896366552,12.694574333524674
551,1,LA BOMBA\AC LA A BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,82.08165185910983,0.0476190476190476,3.908650088529038,17.376672393439787
551,2,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,57.489504968623706,0.0601503759398496,3.4580153364585677,15.373287010131037
551,3,LA BOMBA\VIY3-74441\Desplazamiento Pico a Pico [µm],bomba,displacement_pp,la,59.85513250861784,0.050125313283208,3.0002572686023967,13.338233526081726
551,4,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,57.43497386009767,0.0476190476190476,2.7349987552427453,12.158974656184732
551,5,LL MOTOR\AC LL H MOTOR\Aceleración Rms [g],motor,acceleration_rms,ll,67.77853597095991,0.0401002506265664,2.717936279537238,12.083120066021817
552,1,LA BOMBA\AC LA A BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,85.99129311418847,0.0476190476190476,4.094823481628021,16.0329689728584
552,2,LA BOMBA\VIY3-74441\Desplazamiento Pico a Pico [µm],bomba,displacement_pp,la,74.27645335028744,0.050125313283208,3.723130493748743,14.577633433039672
552,3,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,59.18585414350659,0.0601503759398496,3.5600513770530267,13.939109591942612
552,4,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,59.94400686690973,0.0476190476190476,2.8544765174718907,11.176485053315208
552,5,LB VARIADOR\AC LB H VARIADOR\Aceleración Rms [g],variador,acceleration_rms,lb,83.55225570179749,0.0300751879699248,2.5128497955427807,9.838871684249764
553,1,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,53.98128028104136,0.0601503759398496,3.246994302619028,15.478430837841154
553,2,LL MOTOR\AC LL H MOTOR\Aceleración Rms [g],motor,acceleration_rms,ll,80.65348122817879,0.0401002506265664,3.234224811155038,15.4175586366487
553,3,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,52.31126693471465,0.0476190476190476,2.491012711176887,11.874664496649888
553,4,LB VARIADOR\AC LB H VARIADOR\Aceleración Rms [g],variador,acceleration_rms,lb,81.01649423739488,0.0300751879699248,2.4365862928539803,11.61521360969175
553,5,LL BOMBA\AC LL H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,ll,46.58811280955396,0.0476190476190476,2.218481562359712,10.575507755068443
554,1,LA BOMBA\AC LA A BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,81.73908618480536,0.0476190476190476,3.8923374373716815,14.543525598099237
554,2,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,54.96569788347049,0.0601503759398496,3.3062073914869456,12.353479780310147
554,3,LA BOMBA\VIY3-74441\Desplazamiento Pico a Pico [µm],bomba,displacement_pp,la,62.13004971750426,0.050125313283208,3.1142882063911896,11.636383273104125
554,4,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,53.13305675425807,0.0476190476190476,2.530145559726574,9.453763273835795
554,5,LL BOMBA\AC LL H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,ll,50.53321384543524,0.0476190476190476,2.406343516449296,8.99118308533192
555,1,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,56.99707437643288,0.0601503759398496,3.4283954512140062,16.01289918400523
555,2,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,56.15485236588153,0.0476190476190476,2.6740405888515006,12.48955757074484
555,3,LA BOMBA\VIY3-74441\Desplazamiento Pico a Pico [µm],bomba,displacement_pp,la,47.48751290536378,0.050125313283208,2.3803264614217423,11.11771620110781
555,4,LL MOTOR\AC LL H MOTOR\Aceleración Rms [g],motor,acceleration_rms,ll,47.37392139558502,0.0401002506265664,1.899706121126216,8.872897840901045
555,5,LL BOMBA\AC LL H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,ll,38.98736425241173,0.0476190476190476,1.8565411548767483,8.6712885858809
556,1,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,58.82720774945536,0.0601503759398496,3.5384786616213737,19.15344094221247
556,2,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,58.78109976194968,0.0476190476190476,2.7990999886642696,15.151256076718244
556,3,LA BOMBA\VIY3-74441\Desplazamiento Pico a Pico [µm],bomba,displacement_pp,la,47.35990772419808,0.050125313283208,2.373930211739251,12.849853414305253
556,4,LA MOTOR\AC LA A MOTOR\Aceleración Rms [g],motor,acceleration_rms,la,42.081045036782456,0.0476190476190476,2.0038592874658305,10.846695483927038
556,5,LL MOTOR\AC LL H MOTOR\Aceleración Rms [g],motor,acceleration_rms,ll,44.6535973923022,0.0401002506265664,1.7906204468091105,9.692454373078316
557,1,LA BOMBA\AC LA A BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,73.81363859166797,0.0476190476190476,3.514935171031807,16.7714051709425
557,2,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,58.269548057795845,0.0601503759398496,3.504935221521553,16.723690719106337
557,3,LA BOMBA\VIY3-74441\Desplazamiento Pico a Pico [µm],bomba,displacement_pp,la,60.662820810806,0.050125313283208,3.040742897784761,14.508811308870806
557,4,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,59.05035064695811,0.0476190476190476,2.8119214593789565,13.416996846137751
557,5,LA MOTOR\AC LA A MOTOR\Aceleración Rms [g],motor,acceleration_rms,la,39.13555088307746,0.0476190476190476,1.8635976610989264,8.89209898023125
558,1,LA BOMBA\AC LA A BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,86.9947499733204,0.0476190476190476,4.142607141586684,16.731035630623083
558,2,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,57.58952127849778,0.0601503759398496,3.46403135509761,13.990424398663906
558,3,LA MOTOR\VIX2-74445\Desplazamiento Pico a Pico [µm],motor,displacement_pp,la,77.52589728732423,0.0401002506265664,3.1088079112711458,12.555758766040858
558,4,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,56.956184488764485,0.0476190476190476,2.7121992613697365,10.953947822806636
558,5,LA BOMBA\VIY3-74441\Desplazamiento Pico a Pico [µm],bomba,displacement_pp,la,43.501564585265655,0.050125313283208,2.1805295531461475,8.806656388213884
559,1,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,59.113967479647535,0.0601503759398496,3.555727367196843,17.3637974986576
559,2,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,59.93271127610194,0.0476190476190476,2.8539386321953297,13.936730059847756
559,3,LA BOMBA\VIY3-74441\Desplazamiento Pico a Pico [µm],bomba,displacement_pp,la,50.37146402581436,0.050125313283208,2.5248854148277866,12.329853929421562
559,4,LL MOTOR\AC LL H MOTOR\Aceleración Rms [g],motor,acceleration_rms,ll,58.95725377337668,0.0401002506265664,2.3642006525664825,11.54517687606671
559,5,LA BOMBA\AC LA A BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,49.29375391758786,0.0476190476190476,2.347321615123231,11.462750931141713
560,1,LA BOMBA\VIY3-74441\Desplazamiento Pico a Pico [µm],bomba,displacement_pp,la,78.85428633617198,0.050125313283208,3.9525958063244087,17.32872602268501
560,2,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,57.00054529491093,0.0601503759398496,3.4286042282653177,15.031474560784556
560,3,LA MOTOR\VIX2-74445\Desplazamiento Pico a Pico [µm],motor,displacement_pp,la,71.94249794756544,0.0401002506265664,2.884912198398613,12.647853596758178
560,4,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,57.147101085553615,0.0476190476190476,2.7212905278835047,11.930513590680755
560,5,LL MOTOR\AC LL H MOTOR\Aceleración Rms [g],motor,acceleration_rms,ll,56.35672237906332,0.0401002506265664,2.2599186918922625,9.907795728236309
561,1,LA BOMBA\AC LA A BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,84.59521853410675,0.0476190476190476,4.028343739719368,15.911983876504737
561,2,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,58.96237137886324,0.0601503759398496,3.546608804743652,14.009127761595176
561,3,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,59.03553013478889,0.0476190476190476,2.811215720704232,11.104320314119622
561,4,LA BOMBA\VIY3-74441\Desplazamiento Pico a Pico [µm],bomba,displacement_pp,la,41.12326021622909,0.050125313283208,2.0613163015653675,8.142212748996805
561,5,LL MOTOR\AC LL H MOTOR\Aceleración Rms [g],motor,acceleration_rms,ll,49.57500349128594,0.0401002506265664,1.9879700648134704,7.852494638525978
562,1,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,57.78594367738639,0.0601503759398496,3.4758462362337665,11.1644258790223
562,2,LA MOTOR\VIX2-74445\Desplazamiento Pico a Pico [µm],motor,displacement_pp,la,71.82440927778379,0.0401002506265664,2.8801768131442107,9.251134360784938
562,3,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,57.12137064752578,0.0476190476190476,2.720065268929798,8.736855722931699
562,4,LL MOTOR\AC LL H MOTOR\Aceleración Rms [g],motor,acceleration_rms,ll,62.38218854005663,0.0401002506265664,2.501541395089989,8.034956551774783
562,5,LA BOMBA\VIY3-74441\Desplazamiento Pico a Pico [µm],bomba,displacement_pp,la,49.889264173889295,0.050125313283208,2.5007149961849264,8.032302156644786
563,1,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,59.785669715613295,0.0601503759398496,3.596130509209821,18.49043278127593
563,2,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,59.418998315026776,0.0476190476190476,2.8294761102393693,14.548481399275762
563,3,LL MOTOR\AC LL H MOTOR\Aceleración Rms [g],motor,acceleration_rms,ll,49.47737851141369,0.0401002506265664,1.98405527865318,10.20153208297586
563,4,LL BOMBA\AC LL H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,ll,36.70828730040322,0.0476190476190476,1.7480136809715814,8.987863311962435
563,5,LA BOMBA\VIY3-74441\Desplazamiento Pico a Pico [µm],bomba,displacement_pp,la,34.08433923540219,0.050125313283208,1.7084881822256732,8.784632762949851
564,1,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,59.359088609754615,0.0601503759398496,3.5704714953235843,14.893231882419018
564,2,LA MOTOR\AC LA A MOTOR\Aceleración Rms [g],motor,acceleration_rms,la,60.80089342858268,0.0476190476190476,2.8952806394563173,12.07686043274054
564,3,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,59.6257058098372,0.0476190476190476,2.839319324277961,11.843433322486892
564,4,LA BOMBA\VIY3-74441\Desplazamiento Pico a Pico [µm],bomba,displacement_pp,la,46.86004886702205,0.050125313283208,2.3488746299259167,9.79767926225874
564,5,LL MOTOR\AC LL H MOTOR\Aceleración Rms [g],motor,acceleration_rms,ll,44.36162418550667,0.0401002506265664,1.778912248040367,7.420239215812423
565,1,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,59.8240662644656,0.0601503759398496,3.59844007605808,13.192120143865342
565,2,LA BOMBA\AC LA A BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,71.67610935110473,0.0476190476190476,3.413148064338319,12.512827331246571
565,3,LA MOTOR\AC LA A MOTOR\Aceleración Rms [g],motor,acceleration_rms,la,63.69535562378173,0.0476190476190476,3.033112172561033,11.119590529371305
565,4,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,60.80544101165359,0.0476190476190476,2.8954971910311222,10.615084873707554
565,5,LA BOMBA\VIY3-74441\Desplazamiento Pico a Pico [µm],bomba,displacement_pp,la,52.307055412496496,0.050125313283208,2.621907539473508,9.612087053213058
566,1,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,61.13176074316858,0.0601503759398496,3.6770983905665298,13.583324254267094
566,2,LA MOTOR\VIX2-74445\Desplazamiento Pico a Pico [µm],motor,displacement_pp,la,86.80232716229385,0.0401002506265664,3.480795074177196,12.85817324782544
566,3,LA MOTOR\AC LA A MOTOR\Aceleración Rms [g],motor,acceleration_rms,la,67.72047959143956,0.0476190476190476,3.224784742449501,11.91246253276242
566,4,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,62.144498805705695,0.0476190476190476,2.959261847890746,10.931612092922146
566,5,LB VARIADOR\AC LB H VARIADOR\Aceleración Rms [g],variador,acceleration_rms,lb,63.55083383951459,0.0300751879699248,1.911303273368859,7.060418121259838
567,1,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,57.47739636917867,0.0601503759398496,3.457286999649844,13.54127203838832
567,2,LL MOTOR\AC LL H MOTOR\Aceleración Rms [g],motor,acceleration_rms,ll,71.09534422376954,0.0401002506265664,2.8509411217551683,11.166376785908913
567,3,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,57.34054536866639,0.0476190476190476,2.7305021604126845,10.694649463379807
567,4,LA MOTOR\VIX2-74445\Desplazamiento Pico a Pico [µm],motor,displacement_pp,la,59.78676306871981,0.0401002506265664,2.397464183206808,9.390228439346776
567,5,LA BOMBA\VIY3-74441\Desplazamiento Pico a Pico [µm],bomba,displacement_pp,la,44.569213888573216,0.050125313283208,2.2340458089510378,8.75016220761864
568,1,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,57.90554984918243,0.0601503759398496,3.483040592432024,13.840100027968854
568,2,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,58.34848202473936,0.0476190476190476,2.778499144035207,11.040556393350045
568,3,LA MOTOR\VIX2-74445\Desplazamiento Pico a Pico [µm],motor,displacement_pp,la,58.13285576803969,0.0401002506265664,2.331142085936428,9.262952524547066
568,4,LA BOMBA\VIY3-74441\Desplazamiento Pico a Pico [µm],bomba,displacement_pp,la,44.6106765086694,0.050125313283208,2.2361241357729016,8.885392200509175
568,5,LB VARIADOR\AC LB H VARIADOR\Aceleración Rms [g],variador,acceleration_rms,lb,69.93649338619727,0.0300751879699248,2.1033531845472853,8.357817744511225
569,1,LA BOMBA\AC LA A BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,100.0,0.0476190476190476,4.76190476190476,16.00489820029985
569,2,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,60.222515535247744,0.0601503759398496,3.622406949488585,12.175013437990945
569,3,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,61.17347377136874,0.0476190476190476,2.913022560541368,9.790752202694694
569,4,LA BOMBA\VIY3-74441\Desplazamiento Pico a Pico [µm],bomba,displacement_pp,la,47.78414446401998,0.050125313283208,2.395195211229071,8.050319660369066
569,5,LB VARIADOR\AC LB H VARIADOR\Aceleración Rms [g],variador,acceleration_rms,lb,71.58100526221948,0.0300751879699248,2.152812188337427,7.235663382928107
570,1,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,58.80948410502557,0.0601503759398496,3.5374125777458976,17.48261144960483
570,2,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,59.72515977260242,0.0476190476190476,2.844055227266781,14.055898594448411
570,3,LB VARIADOR\AC LB H VARIADOR\Aceleración Rms [g],variador,acceleration_rms,lb,75.35714322936107,0.0300751879699248,2.26638024749958,11.200911511809682
570,4,LA BOMBA\VIY3-74441\Desplazamiento Pico a Pico [µm],bomba,displacement_pp,la,42.05262066260502,0.050125313283208,2.107900785092983,10.417673819540749
570,5,LA MOTOR\AC LA A MOTOR\Aceleración Rms [g],motor,acceleration_rms,la,43.77095044700156,0.0476190476190476,2.08433097366674,10.301187024164443
571,1,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,60.76311841478105,0.0601503759398496,3.6549244159266783,12.917608973888113
571,2,LA BOMBA\AC LA A BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,63.57035419316228,0.0476190476190476,3.027159723483917,10.698898570671004
571,3,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,62.32071788153395,0.0476190476190476,2.967653232453997,10.48858462295075
571,4,LA BOMBA\VIY3-74441\Desplazamiento Pico a Pico [µm],bomba,displacement_pp,la,55.58175035940988,0.050125313283208,2.7860526495944797,9.846753205428907
571,5,LA MOTOR\VIX2-74445\Desplazamiento Pico a Pico [µm],motor,displacement_pp,la,64.99215160361157,0.0401002506265664,2.6062015680646238,9.211105055056828
572,1,LA BOMBA\AC LA H BOMBA\Aceleración Rms [g],bomba,acceleration_rms,la,58.37362239588022,0.0601503759398496,3.511195332083019,9.96453501624537
572,2,LA BOMBA\AC LA H BOMBA\Velocidad Rms [mm/s],bomba,velocity_rms,la,58.82299531746922,0.0476190476190476,2.801095015117581,7.949318315313123
