n_windows_used,first_window_id,last_window_id,condition_index_first,condition_index_last,condition_index_delta,slope_per_window,slope_per_hour,rolling_mean_last,rolling_mean_previous,trend_direction
60,1409,1468,38.35628968362087,33.07303790155568,-5.283251782065193,-0.0458219941395515,-2.7493196483730933,38.994122754230304,41.54407776040405,decreasing
