window_id,window_start,window_end,Batch,baseline_batch_used,y_pred_label,confidence,margin_top2,condition_index,health_index,condition_state,assessment_method,top_component_by_contribution,top_family_by_contribution,top_variable_by_contribution,top_variable_weighted_score,n_active_attention_variables,n_active_high_variables,note
1468,2025-12-11 19:05:32,2025-12-11 19:06:12,RUBIALES,RUBIALES,RUBIALES,0.999450981616974,0.9991061687469482,27.31850076540609,72.68149923459391,normal,data_driven_batch_percentile_thresholds,motor,displacement_pp,LA MOTOR\AC LA H MOTOR\Aceleración Rms [g],2.4091026838451883,1,0,Exploratory condition state based on data-driven batch thresholds; not a normative fault diagnosis.
