PC1,PC2,Batch
-11.040300246923104,0.9341609054611584,MEZCLA
-11.517179947935851,-0.3386371782905001,MEZCLA
-10.922431015376924,0.5591761775624794,MEZCLA
-11.798005006969454,1.4865803699251574,MEZCLA
-11.572623936785876,2.269061510426296,MEZCLA
-10.907724212847214,1.0296819290453567,MEZCLA
-11.522012780216777,2.733037134879737,MEZCLA
-10.936096262744927,1.0649490938060664,MEZCLA
-11.193852530622628,1.2073208345385928,MEZCLA
-10.587167692654372,0.734023069505908,MEZCLA
-10.552123360606103,1.482957802415709,MEZCLA
-10.622914613595578,1.9709150842093548,MEZCLA
-11.118350450359614,2.440748341136094,MEZCLA
-10.513128672923369,2.3929336089273017,MEZCLA
-10.660758460017188,2.798216039262139,MEZCLA
-11.122782082611334,3.4758096867921893,MEZCLA
-11.519852682764718,2.9114070086357886,MEZCLA
-11.001189006748085,2.7364290616706035,MEZCLA
-11.274326130354869,2.9114663579010696,MEZCLA
-10.633994902998303,3.3371646174364398,MEZCLA
-10.560213783359147,2.819833609233283,MEZCLA
-10.58251555686252,3.804628882336791,MEZCLA
-10.408775885142138,4.097930850238903,MEZCLA
-10.19446348065352,3.386970958932193,MEZCLA
-9.81722624888986,3.637799184107431,MEZCLA
-10.333263052977111,3.9496728181732994,MEZCLA
-10.699499379818532,3.042377489502284,MEZCLA
-11.155063869929176,2.871683975462846,MEZCLA
-11.2598767736659,3.3495342476034806,MEZCLA
-11.324726367000688,2.521910424194767,MEZCLA
-11.265928267218849,2.705778515484716,MEZCLA
-10.311808737413246,3.309873767598401,MEZCLA
-10.92671289473538,3.472743751160461,MEZCLA
-10.911261961630473,3.615594909658984,MEZCLA
-10.5806703380953,4.22276684793223,MEZCLA
-10.370088956473555,4.553484406246415,MEZCLA
-9.807501355452974,4.527623168794887,MEZCLA
-7.165865555200834,0.0139103686675053,MEZCLA
-3.5125096912751976,-0.8287706007095548,MEZCLA
-3.1237927642962737,0.5633967361143835,MEZCLA
-1.940860047632048,1.4862247443570014,MEZCLA
-1.2505805225903912,2.4851773435816344,MEZCLA
-0.7521843761950635,2.834796835652962,MEZCLA
-0.8417189679151926,1.9462864662723984,MEZCLA
-0.4963147146377324,1.788459524597802,MEZCLA
0.423168333190311,1.7174003854341071,MEZCLA
0.4705083372874856,1.5254076860100674,MEZCLA
0.3529389820390239,1.5341204309957883,MEZCLA
0.9946327828619942,1.52246718196963,MEZCLA
0.8504359606041616,1.3203445015955229,MEZCLA
0.4323920379423073,0.5515311444167694,MEZCLA
0.3115753861200582,0.745891647113752,MEZCLA
-0.4536526957820509,0.0844294724758433,MEZCLA
0.4522470453550343,0.3381662730279627,MEZCLA
0.51617987541128,0.3236845745630435,MEZCLA
0.3738952707132625,0.1247050386941204,MEZCLA
1.007048387393462,-0.0050380022132851,MEZCLA
0.5239950817533632,-0.7383628231846032,MEZCLA
0.7915189795260608,-0.7607570781128089,MEZCLA
0.4398499825742087,-0.2757081279958437,MEZCLA
1.8020695687035289,0.0426635003827773,MEZCLA
5.380529311055292,1.3658408982435104,MEZCLA
5.377158465753459,1.7964331210219489,MEZCLA
5.696368999185132,2.0105268560981537,MEZCLA
5.529154116722928,1.5980574201815547,MEZCLA
5.544531395386692,1.5952167160195492,MEZCLA
5.9135152505695565,1.6005796480735972,MEZCLA
5.853045451113982,1.782297416334996,MEZCLA
5.370496811234212,1.8629352974800384,MEZCLA
5.521745308211222,1.735669481219855,MEZCLA
5.438310446174259,2.065388752076072,MEZCLA
5.819251682908648,1.73499649604449,MEZCLA
5.308692933369521,1.7373438257876086,MEZCLA
5.37593050027772,1.5016402064927747,MEZCLA
5.129963483741292,1.9761637279360216,MEZCLA
6.022629288743786,1.7068624102789451,MEZCLA
5.545173458411747,1.2217437586011508,MEZCLA
5.88685759243467,1.9860398510015809,MEZCLA
5.706336632748799,1.8595460225241636,MEZCLA
