window_id,window_start,window_end,Batch,has_near_transition,baseline_batch_used,condition_index,condition_index_available_weight,n_variables_used,n_variables_unmatched,assessment_method
355,2025-12-11 00:32:32,2025-12-11 00:33:31,MEZCLA,False,MEZCLA,17.25352310325633,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
356,2025-12-11 00:33:32,2025-12-11 00:34:31,MEZCLA,False,MEZCLA,22.870906922870702,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
357,2025-12-11 00:34:32,2025-12-11 00:35:31,MEZCLA,False,MEZCLA,18.68791580205444,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
358,2025-12-11 00:35:32,2025-12-11 00:36:31,MEZCLA,False,MEZCLA,19.514989864578872,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
359,2025-12-11 00:36:32,2025-12-11 00:37:31,MEZCLA,False,MEZCLA,22.61656397542744,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
360,2025-12-11 00:37:32,2025-12-11 00:38:31,MEZCLA,False,MEZCLA,22.933499018863703,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
361,2025-12-11 00:38:32,2025-12-11 00:39:31,MEZCLA,False,MEZCLA,19.817750573331416,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
362,2025-12-11 00:39:32,2025-12-11 00:40:31,MEZCLA,False,MEZCLA,22.637218928676248,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
363,2025-12-11 00:40:32,2025-12-11 00:41:31,MEZCLA,False,MEZCLA,18.96025496146573,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
364,2025-12-11 00:41:32,2025-12-11 00:42:31,MEZCLA,False,MEZCLA,23.20860231183643,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
365,2025-12-11 00:42:32,2025-12-11 00:43:31,MEZCLA,False,MEZCLA,22.88601011061455,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
366,2025-12-11 00:43:32,2025-12-11 00:44:31,MEZCLA,False,MEZCLA,22.084325146016063,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
367,2025-12-11 00:44:32,2025-12-11 00:45:31,MEZCLA,False,MEZCLA,21.436072188493124,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
368,2025-12-11 00:45:32,2025-12-11 00:46:31,MEZCLA,False,MEZCLA,18.79326631637016,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
369,2025-12-11 00:46:32,2025-12-11 00:47:31,MEZCLA,False,MEZCLA,22.432847130312155,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
370,2025-12-11 00:47:32,2025-12-11 00:48:31,MEZCLA,False,MEZCLA,22.680334608431032,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
371,2025-12-11 00:48:32,2025-12-11 00:49:31,MEZCLA,False,MEZCLA,22.81741604927946,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
372,2025-12-11 00:49:32,2025-12-11 00:50:31,MEZCLA,False,MEZCLA,22.97793558969878,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
373,2025-12-11 00:50:32,2025-12-11 00:51:31,MEZCLA,False,MEZCLA,24.37134414545221,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
374,2025-12-11 00:51:32,2025-12-11 00:52:31,MEZCLA,False,MEZCLA,21.914386304404943,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
375,2025-12-11 00:52:32,2025-12-11 00:53:31,MEZCLA,False,MEZCLA,19.139128084283048,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
376,2025-12-11 00:53:32,2025-12-11 00:54:31,MEZCLA,False,MEZCLA,24.568626592518516,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
377,2025-12-11 00:54:32,2025-12-11 00:55:31,MEZCLA,False,MEZCLA,23.9821590850724,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
378,2025-12-11 00:55:32,2025-12-11 00:56:31,MEZCLA,False,MEZCLA,22.87641609775545,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
379,2025-12-11 00:56:32,2025-12-11 00:57:31,MEZCLA,False,MEZCLA,22.064334003403378,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
380,2025-12-11 00:57:32,2025-12-11 00:58:31,MEZCLA,False,MEZCLA,21.549747046537043,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
381,2025-12-11 00:58:32,2025-12-11 00:59:31,MEZCLA,False,MEZCLA,8.930000831518385,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
382,2025-12-11 00:59:32,2025-12-11 01:00:31,MEZCLA,False,MEZCLA,13.690058128885262,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
383,2025-12-11 01:00:32,2025-12-11 01:01:31,MEZCLA,False,MEZCLA,17.51857010514765,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
384,2025-12-11 01:01:32,2025-12-11 01:02:31,MEZCLA,False,MEZCLA,19.11265287138909,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
385,2025-12-11 01:02:32,2025-12-11 01:03:31,MEZCLA,False,MEZCLA,22.64937098172185,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
386,2025-12-11 01:03:32,2025-12-11 01:04:31,MEZCLA,False,MEZCLA,23.09096692412948,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
387,2025-12-11 01:04:32,2025-12-11 01:05:31,MEZCLA,False,MEZCLA,24.37508858914579,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
388,2025-12-11 01:05:32,2025-12-11 01:06:31,MEZCLA,False,MEZCLA,24.1482947744547,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
389,2025-12-11 01:06:32,2025-12-11 01:07:31,MEZCLA,False,MEZCLA,23.414616253640148,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
390,2025-12-11 01:07:32,2025-12-11 01:08:31,MEZCLA,False,MEZCLA,21.87304252092552,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
391,2025-12-11 01:08:32,2025-12-11 01:09:31,MEZCLA,False,MEZCLA,18.52559219905601,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
392,2025-12-11 01:09:32,2025-12-11 01:10:31,MEZCLA,False,MEZCLA,16.3002279448181,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
393,2025-12-11 01:10:32,2025-12-11 01:11:31,MEZCLA,False,MEZCLA,18.88133197926106,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
394,2025-12-11 01:11:32,2025-12-11 01:12:31,MEZCLA,False,MEZCLA,15.515320928993887,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
395,2025-12-11 01:12:32,2025-12-11 01:13:31,MEZCLA,False,MEZCLA,15.99746285789706,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
396,2025-12-11 01:13:32,2025-12-11 01:14:31,MEZCLA,False,MEZCLA,18.400317491203307,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
397,2025-12-11 01:14:32,2025-12-11 01:15:31,MEZCLA,False,MEZCLA,20.92391084705061,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
398,2025-12-11 01:15:32,2025-12-11 01:16:31,MEZCLA,False,MEZCLA,17.358906211488588,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
399,2025-12-11 01:16:32,2025-12-11 01:17:31,MEZCLA,False,MEZCLA,16.31993650615157,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
400,2025-12-11 01:17:32,2025-12-11 01:18:31,MEZCLA,False,MEZCLA,15.92795217567902,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
401,2025-12-11 01:18:32,2025-12-11 01:19:31,MEZCLA,False,MEZCLA,15.367531609487369,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
402,2025-12-11 01:19:32,2025-12-11 01:20:31,MEZCLA,False,MEZCLA,16.600997174623775,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
403,2025-12-11 01:20:32,2025-12-11 01:21:31,MEZCLA,False,MEZCLA,15.431540056962977,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
404,2025-12-11 01:21:32,2025-12-11 01:22:31,MEZCLA,False,MEZCLA,20.23476447137993,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
405,2025-12-11 01:22:32,2025-12-11 01:23:31,MEZCLA,False,MEZCLA,21.46375173356129,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
406,2025-12-11 01:23:32,2025-12-11 01:24:31,MEZCLA,False,MEZCLA,15.317335005348117,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
407,2025-12-11 01:24:32,2025-12-11 01:25:31,MEZCLA,False,MEZCLA,23.59577814582701,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
408,2025-12-11 01:25:32,2025-12-11 01:26:31,MEZCLA,False,MEZCLA,26.03139473981378,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
409,2025-12-11 01:26:32,2025-12-11 01:27:31,MEZCLA,False,MEZCLA,21.72068209495005,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
410,2025-12-11 01:27:32,2025-12-11 01:28:31,MEZCLA,False,MEZCLA,22.266935519045767,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
411,2025-12-11 01:28:32,2025-12-11 01:29:31,MEZCLA,False,MEZCLA,21.211682130634703,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
412,2025-12-11 01:29:32,2025-12-11 01:30:31,MEZCLA,False,MEZCLA,15.926350405239438,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
413,2025-12-11 01:30:32,2025-12-11 01:31:31,MEZCLA,False,MEZCLA,22.88373568379565,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
414,2025-12-11 01:31:32,2025-12-11 01:32:31,MEZCLA,False,MEZCLA,20.33457317551184,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
415,2025-12-11 01:32:32,2025-12-11 01:33:31,MEZCLA,False,MEZCLA,24.80398136076668,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
416,2025-12-11 01:33:32,2025-12-11 01:34:31,MEZCLA,False,MEZCLA,21.27180430851913,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
417,2025-12-11 01:34:32,2025-12-11 01:35:31,MEZCLA,False,MEZCLA,20.435375830560453,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
418,2025-12-11 01:35:32,2025-12-11 01:36:31,MEZCLA,False,MEZCLA,20.20328992009742,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
419,2025-12-11 01:36:32,2025-12-11 01:37:31,MEZCLA,False,MEZCLA,24.093440150551743,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
420,2025-12-11 01:37:32,2025-12-11 01:38:31,MEZCLA,False,MEZCLA,22.709755255777463,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
421,2025-12-11 01:38:32,2025-12-11 01:39:31,MEZCLA,False,MEZCLA,22.043655285018165,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
422,2025-12-11 01:39:32,2025-12-11 01:40:31,MEZCLA,False,MEZCLA,22.151770536929423,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
423,2025-12-11 01:40:32,2025-12-11 01:41:31,MEZCLA,False,MEZCLA,21.791317234090684,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
424,2025-12-11 01:41:32,2025-12-11 01:42:31,MEZCLA,False,MEZCLA,26.15286283500138,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
425,2025-12-11 01:42:32,2025-12-11 01:43:31,MEZCLA,False,MEZCLA,22.80198411484524,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
426,2025-12-11 01:43:32,2025-12-11 01:44:31,MEZCLA,False,MEZCLA,18.130443541951472,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
427,2025-12-11 01:44:32,2025-12-11 01:45:31,MEZCLA,False,MEZCLA,25.867906552884246,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
428,2025-12-11 01:45:32,2025-12-11 01:46:31,MEZCLA,False,MEZCLA,21.60143947271919,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
429,2025-12-11 01:46:32,2025-12-11 01:47:31,MEZCLA,False,MEZCLA,20.186780106456112,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
430,2025-12-11 01:47:32,2025-12-11 01:48:31,MEZCLA,False,MEZCLA,25.739280006167007,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
431,2025-12-11 01:48:32,2025-12-11 01:49:31,MEZCLA,False,MEZCLA,25.7283109203388,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
432,2025-12-11 01:49:32,2025-12-11 01:50:31,MEZCLA,False,MEZCLA,23.53475406396807,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
433,2025-12-11 01:50:32,2025-12-11 01:51:31,MEZCLA,False,MEZCLA,24.51271902329411,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
434,2025-12-11 01:51:32,2025-12-11 01:52:31,MEZCLA,False,MEZCLA,25.807375935860065,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
435,2025-12-11 01:52:32,2025-12-11 01:53:31,MEZCLA,False,MEZCLA,22.127821646515716,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
436,2025-12-11 01:53:32,2025-12-11 01:54:31,MEZCLA,False,MEZCLA,14.362048105714548,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
437,2025-12-11 01:54:32,2025-12-11 01:55:31,MEZCLA,False,MEZCLA,21.80496444049169,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
438,2025-12-11 01:55:32,2025-12-11 01:56:31,MEZCLA,False,MEZCLA,14.142994105578804,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
439,2025-12-11 01:56:32,2025-12-11 01:57:31,MEZCLA,False,MEZCLA,15.862738905068229,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
440,2025-12-11 01:57:32,2025-12-11 01:58:31,MEZCLA,False,MEZCLA,17.267263584031834,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
441,2025-12-11 01:58:32,2025-12-11 01:59:31,MEZCLA,False,MEZCLA,21.345986685184887,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
442,2025-12-11 01:59:32,2025-12-11 02:00:31,MEZCLA,False,MEZCLA,17.27399189734377,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
443,2025-12-11 02:00:32,2025-12-11 02:01:31,MEZCLA,False,MEZCLA,18.04256743505689,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
444,2025-12-11 02:01:32,2025-12-11 02:02:31,MEZCLA,False,MEZCLA,17.60924373316191,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
445,2025-12-11 02:02:32,2025-12-11 02:03:31,MEZCLA,False,MEZCLA,17.10648784752095,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
446,2025-12-11 02:03:32,2025-12-11 02:04:31,MEZCLA,False,MEZCLA,15.67104067850332,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
447,2025-12-11 02:04:32,2025-12-11 02:05:31,MEZCLA,False,MEZCLA,20.67430095225386,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
448,2025-12-11 02:05:32,2025-12-11 02:06:31,MEZCLA,False,MEZCLA,16.32671407712476,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
449,2025-12-11 02:06:32,2025-12-11 02:07:31,MEZCLA,False,MEZCLA,17.952875996027522,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
450,2025-12-11 02:07:32,2025-12-11 02:08:31,MEZCLA,False,MEZCLA,19.07036065774245,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
451,2025-12-11 02:08:32,2025-12-11 02:09:31,MEZCLA,False,MEZCLA,22.60591313921709,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
452,2025-12-11 02:09:32,2025-12-11 02:10:31,MEZCLA,False,MEZCLA,17.353406759509838,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
453,2025-12-11 02:10:32,2025-12-11 02:11:31,MEZCLA,False,MEZCLA,16.14081693887801,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
454,2025-12-11 02:11:32,2025-12-11 02:12:31,MEZCLA,False,MEZCLA,16.32044792231031,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
455,2025-12-11 02:12:32,2025-12-11 02:13:31,MEZCLA,False,MEZCLA,19.50197286975881,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
456,2025-12-11 02:13:32,2025-12-11 02:14:31,MEZCLA,False,MEZCLA,19.005493112869768,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
457,2025-12-11 02:14:32,2025-12-11 02:15:31,MEZCLA,False,MEZCLA,17.873691109854516,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
458,2025-12-11 02:15:32,2025-12-11 02:16:31,MEZCLA,False,MEZCLA,17.973881928938685,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
459,2025-12-11 02:16:32,2025-12-11 02:17:31,MEZCLA,False,MEZCLA,20.84522058666318,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
460,2025-12-11 02:17:32,2025-12-11 02:18:31,MEZCLA,False,MEZCLA,25.92307448334591,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
461,2025-12-11 02:18:32,2025-12-11 02:19:31,MEZCLA,False,MEZCLA,28.854963550210023,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
462,2025-12-11 02:19:32,2025-12-11 02:20:31,MEZCLA,False,MEZCLA,32.1381057416666,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
463,2025-12-11 02:20:32,2025-12-11 02:21:31,MEZCLA,False,MEZCLA,32.33362453939272,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
464,2025-12-11 02:21:32,2025-12-11 02:22:31,MEZCLA,False,MEZCLA,23.24066081361088,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
465,2025-12-11 02:22:32,2025-12-11 02:23:31,MEZCLA,False,MEZCLA,17.562614776320224,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
466,2025-12-11 02:23:32,2025-12-11 02:24:31,MEZCLA,False,MEZCLA,17.631253421495476,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
467,2025-12-11 02:24:32,2025-12-11 02:25:31,MEZCLA,False,MEZCLA,19.83473318659861,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
468,2025-12-11 02:25:32,2025-12-11 02:26:31,MEZCLA,False,MEZCLA,25.783361890234584,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
469,2025-12-11 02:26:32,2025-12-11 02:27:31,MEZCLA,False,MEZCLA,25.756220256292853,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
470,2025-12-11 02:27:32,2025-12-11 02:28:31,MEZCLA,False,MEZCLA,26.660460650932304,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
471,2025-12-11 02:28:32,2025-12-11 02:29:31,MEZCLA,False,MEZCLA,21.53494187105164,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
472,2025-12-11 02:29:32,2025-12-11 02:30:31,MEZCLA,False,MEZCLA,28.309083256421644,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
473,2025-12-11 02:30:32,2025-12-11 02:31:31,MEZCLA,False,MEZCLA,31.290069832041254,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
474,2025-12-11 02:31:32,2025-12-11 02:32:31,MEZCLA,False,MEZCLA,37.929654335494384,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
475,2025-12-11 02:32:32,2025-12-11 02:33:31,MEZCLA,False,MEZCLA,31.14544820639872,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
476,2025-12-11 02:33:32,2025-12-11 02:34:31,MEZCLA,False,MEZCLA,34.24758052207159,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
477,2025-12-11 02:34:32,2025-12-11 02:35:31,MEZCLA,False,MEZCLA,29.421662522258625,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
478,2025-12-11 02:35:32,2025-12-11 02:36:31,MEZCLA,False,MEZCLA,27.584645259800997,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
479,2025-12-11 02:36:32,2025-12-11 02:37:31,MEZCLA,False,MEZCLA,24.95107831705402,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
480,2025-12-11 02:37:32,2025-12-11 02:38:31,MEZCLA,False,MEZCLA,18.179244387830902,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
481,2025-12-11 02:38:32,2025-12-11 02:39:31,MEZCLA,False,MEZCLA,19.4569215482942,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
482,2025-12-11 02:39:32,2025-12-11 02:40:31,MEZCLA,False,MEZCLA,19.412043227914392,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
483,2025-12-11 02:40:32,2025-12-11 02:41:31,MEZCLA,False,MEZCLA,15.12253309646297,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
484,2025-12-11 02:41:32,2025-12-11 02:42:31,MEZCLA,False,MEZCLA,18.19808559838796,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
485,2025-12-11 02:42:32,2025-12-11 02:43:31,MEZCLA,False,MEZCLA,21.412671929809832,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
486,2025-12-11 02:43:32,2025-12-11 02:44:31,MEZCLA,False,MEZCLA,25.443875437055134,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
487,2025-12-11 02:44:32,2025-12-11 02:45:31,MEZCLA,False,MEZCLA,32.836781690528206,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
488,2025-12-11 02:45:32,2025-12-11 02:46:31,MEZCLA,False,MEZCLA,29.49670433539169,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
489,2025-12-11 02:46:32,2025-12-11 02:47:31,MEZCLA,False,MEZCLA,19.634269203043136,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
490,2025-12-11 02:47:32,2025-12-11 02:48:31,MEZCLA,False,MEZCLA,20.227720284120505,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
491,2025-12-11 02:48:32,2025-12-11 02:49:31,MEZCLA,False,MEZCLA,23.762259681682263,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
492,2025-12-11 02:49:32,2025-12-11 02:50:31,MEZCLA,False,MEZCLA,22.86769409673093,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
493,2025-12-11 02:50:32,2025-12-11 02:51:31,MEZCLA,False,MEZCLA,17.577007556212227,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
494,2025-12-11 02:51:32,2025-12-11 02:52:31,MEZCLA,False,MEZCLA,16.835270123374425,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
495,2025-12-11 02:52:32,2025-12-11 02:53:31,MEZCLA,False,MEZCLA,18.208119104118374,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
496,2025-12-11 02:53:32,2025-12-11 02:54:31,MEZCLA,False,MEZCLA,21.038575806685536,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
497,2025-12-11 02:54:32,2025-12-11 02:55:31,MEZCLA,False,MEZCLA,18.996126915909485,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
498,2025-12-11 02:55:32,2025-12-11 02:56:31,MEZCLA,False,MEZCLA,19.283891614319558,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
499,2025-12-11 02:56:32,2025-12-11 02:57:31,MEZCLA,False,MEZCLA,23.374379628035904,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
500,2025-12-11 02:57:32,2025-12-11 02:58:31,MEZCLA,False,MEZCLA,25.897815905765047,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
501,2025-12-11 02:58:32,2025-12-11 02:59:31,MEZCLA,False,MEZCLA,25.286127110565683,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
502,2025-12-11 02:59:32,2025-12-11 03:00:31,MEZCLA,False,MEZCLA,19.09317598107805,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
503,2025-12-11 03:00:32,2025-12-11 03:01:31,MEZCLA,False,MEZCLA,22.49704332471092,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
504,2025-12-11 03:01:32,2025-12-11 03:02:31,MEZCLA,False,MEZCLA,23.925716364322057,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
505,2025-12-11 03:02:32,2025-12-11 03:03:31,MEZCLA,False,MEZCLA,24.598083732633317,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
506,2025-12-11 03:03:32,2025-12-11 03:04:31,MEZCLA,False,MEZCLA,26.68361827035239,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
507,2025-12-11 03:04:32,2025-12-11 03:05:31,MEZCLA,False,MEZCLA,22.84570363813696,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
508,2025-12-11 03:05:32,2025-12-11 03:06:31,MEZCLA,False,MEZCLA,22.697945668465977,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
509,2025-12-11 03:06:32,2025-12-11 03:07:31,MEZCLA,False,MEZCLA,22.905444659754608,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
510,2025-12-11 03:07:32,2025-12-11 03:08:31,MEZCLA,False,MEZCLA,21.064576187469928,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
511,2025-12-11 03:08:32,2025-12-11 03:09:31,MEZCLA,False,MEZCLA,27.04146768784791,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
512,2025-12-11 03:09:32,2025-12-11 03:10:31,MEZCLA,False,MEZCLA,26.589546775682773,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
513,2025-12-11 03:10:32,2025-12-11 03:11:31,MEZCLA,False,MEZCLA,22.77777221794542,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
514,2025-12-11 03:11:32,2025-12-11 03:12:31,MEZCLA,False,MEZCLA,25.29123761660564,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
515,2025-12-11 03:12:32,2025-12-11 03:13:31,MEZCLA,False,MEZCLA,19.134594801956617,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
516,2025-12-11 03:13:32,2025-12-11 03:14:31,MEZCLA,False,MEZCLA,27.15333810963211,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
517,2025-12-11 03:14:32,2025-12-11 03:15:31,MEZCLA,False,MEZCLA,24.60610129795593,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
518,2025-12-11 03:15:32,2025-12-11 03:16:31,MEZCLA,False,MEZCLA,26.458734315183406,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
519,2025-12-11 03:16:32,2025-12-11 03:17:31,MEZCLA,False,MEZCLA,24.06097272739661,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
520,2025-12-11 03:17:32,2025-12-11 03:18:31,MEZCLA,False,MEZCLA,25.47007067195968,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
521,2025-12-11 03:18:32,2025-12-11 03:19:31,MEZCLA,False,MEZCLA,20.78968133227631,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
522,2025-12-11 03:19:32,2025-12-11 03:20:31,MEZCLA,False,MEZCLA,17.109551374084475,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
523,2025-12-11 03:20:32,2025-12-11 03:21:31,MEZCLA,False,MEZCLA,23.660778372415944,0.9999999999999996,24,0,data_driven_batch_percentile_thresholds
